dateTime,luminance,voltage,raw
2022-03-25 20:11:27.345125,64.13,0.23,47
2022-03-25 20:11:39.364515,64.13,0.23,47
2022-03-25 20:11:51.383599,64.13,0.23,47
2022-03-25 20:12:03.403063,64.13,0.23,47
2022-03-25 20:12:15.437076,64.13,0.23,47
2022-03-25 20:12:27.456267,64.13,0.23,47
2022-03-25 20:12:39.475363,64.13,0.23,47
2022-03-25 20:12:51.509871,65.25,0.23,48
2022-03-25 20:13:03.528948,65.25,0.23,48
2022-03-25 20:13:15.548088,65.25,0.23,48
2022-03-25 20:13:27.567410,64.13,0.23,47
2022-03-25 20:13:39.601773,65.25,0.23,48
2022-03-25 20:13:51.621103,64.13,0.23,47
2022-03-25 20:14:03.640412,64.13,0.23,47
2022-03-25 20:14:15.674674,64.13,0.23,47
2022-03-25 20:14:27.693703,64.13,0.23,47
2022-03-25 20:14:39.712894,65.25,0.23,48
2022-03-25 20:14:51.747633,64.13,0.23,47
2022-03-25 20:15:03.766855,64.13,0.23,47
2022-03-25 20:15:15.785811,64.13,0.23,47
2022-03-25 20:15:27.804758,65.25,0.23,48
2022-03-25 20:15:39.839203,64.13,0.23,47
2022-03-25 20:15:51.858426,64.13,0.23,47
2022-03-25 20:16:03.877530,64.13,0.23,47
2022-03-25 20:16:15.896539,65.25,0.23,48
2022-03-25 20:16:27.931305,64.13,0.23,47
2022-03-25 20:16:39.950332,64.13,0.23,47
2022-03-25 20:16:51.969456,64.13,0.23,47
2022-03-25 20:17:04.004005,65.25,0.23,48
2022-03-25 20:17:16.023173,64.13,0.23,47
2022-03-25 20:17:28.042332,64.13,0.23,47
2022-03-25 20:17:40.077326,64.13,0.23,47
2022-03-25 20:17:52.111772,64.13,0.23,47
2022-03-25 20:18:04.131012,64.13,0.23,47
2022-03-25 20:18:16.165760,64.13,0.23,47
2022-03-25 20:18:28.184983,64.13,0.23,47
2022-03-25 20:18:40.204050,64.13,0.23,47
2022-03-25 20:18:52.223286,66.37,0.24,49
2022-03-25 20:19:04.257520,65.25,0.23,48
2022-03-25 20:19:16.276581,64.13,0.23,47
2022-03-25 20:19:28.295742,64.13,0.23,47
2022-03-25 20:19:40.314944,63.01,0.22,46
2022-03-25 20:19:52.349413,64.13,0.23,47
2022-03-25 20:20:04.368489,65.25,0.23,48
2022-03-25 20:20:16.403127,63.01,0.22,46
2022-03-25 20:20:28.422451,65.25,0.23,48
2022-03-25 20:20:40.441467,63.01,0.22,46
2022-03-25 20:20:52.460615,65.25,0.23,48
2022-03-25 20:21:04.495151,64.13,0.23,47
2022-03-25 20:21:16.514221,64.13,0.23,47
2022-03-25 20:21:28.548941,65.25,0.23,48
2022-03-25 20:21:40.568004,63.01,0.22,46
2022-03-25 20:21:52.587410,64.13,0.23,47
2022-03-25 20:22:04.606790,65.25,0.23,48
2022-03-25 20:22:16.640828,64.13,0.23,47
2022-03-25 20:22:28.660244,65.25,0.23,48
2022-03-25 20:22:40.679612,65.25,0.23,48
2022-03-25 20:22:52.713744,65.25,0.23,48
2022-03-25 20:23:04.732883,66.37,0.24,49
2022-03-25 20:23:16.767613,64.13,0.23,47
2022-03-25 20:23:28.787072,65.25,0.23,48
2022-03-25 20:23:40.805830,64.13,0.23,47
2022-03-25 20:23:52.840337,64.13,0.23,47
2022-03-25 20:24:04.859642,64.13,0.23,47
2022-03-25 20:24:16.878861,64.13,0.23,47
2022-03-25 20:24:28.913403,64.13,0.23,47
2022-03-25 20:24:40.948118,64.13,0.23,47
2022-03-25 20:24:52.967301,64.13,0.23,47
2022-03-25 20:25:04.986581,64.13,0.23,47
2022-03-25 20:25:17.005503,65.25,0.23,48
2022-03-25 20:25:29.040003,65.25,0.23,48
2022-03-25 20:25:41.059571,64.13,0.23,47
2022-03-25 20:25:53.078692,65.25,0.23,48
2022-03-25 20:26:05.112944,64.13,0.23,47
2022-03-25 20:26:17.132086,64.13,0.23,47
2022-03-25 20:26:29.151238,63.01,0.22,46
2022-03-25 20:26:41.185645,64.13,0.23,47
2022-03-25 20:26:53.204636,65.25,0.23,48
2022-03-25 20:27:05.223803,64.13,0.23,47
2022-03-25 20:27:17.243024,63.01,0.22,46
2022-03-25 20:27:29.277653,65.25,0.23,48
2022-03-25 20:27:41.297277,65.25,0.23,48
2022-03-25 20:27:53.331397,65.25,0.23,48
2022-03-25 20:28:05.350408,64.13,0.23,47
2022-03-25 20:28:17.369565,64.13,0.23,47
2022-03-25 20:28:29.388612,64.13,0.23,47
2022-03-25 20:28:41.423227,64.13,0.23,47
2022-03-25 20:28:53.442132,65.25,0.23,48
