dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:29:59.580581,0.04,0.00,19.57,5.66,13906.80,5996.20,159838.98,7.16
2022-03-25 19:30:09.609214,0.05,0.00,17.54,4.75,10666.06,4786.76,106627.32,6.06
2022-03-25 19:30:19.638373,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:30:29.682281,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:30:39.711481,0.05,0.00,16.78,4.55,10023.05,4540.60,90623.73,5.67
2022-03-25 19:30:49.740668,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:30:59.769871,0.04,0.00,19.57,5.66,13906.80,5996.20,159838.98,7.16
2022-03-25 19:31:09.798506,0.05,0.00,15.44,4.05,8390.20,3904.27,66592.91,4.99
2022-03-25 19:31:19.827603,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:31:29.856667,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:31:39.885757,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:31:49.914906,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:31:59.944288,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:32:09.973370,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:32:20.002078,0.05,0.00,16.55,4.37,9432.93,4312.58,85955.38,5.54
2022-03-25 19:32:30.046631,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:32:40.075971,0.04,0.00,19.57,5.66,13906.80,5996.20,159838.98,7.16
2022-03-25 19:32:50.105048,0.05,0.00,15.87,3.97,8154.84,3811.08,73619.16,5.20
2022-03-25 19:33:00.134547,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:33:10.163603,0.04,0.00,19.89,5.41,12979.67,5655.02,169896.95,7.34
2022-03-25 19:33:20.192632,0.04,0.00,20.23,5.53,13432.07,5821.94,180744.38,7.53
2022-03-25 19:33:30.221702,0.04,0.00,19.25,5.17,12136.65,5341.59,150503.08,6.99
2022-03-25 19:33:40.250554,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:33:50.279479,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:34:00.308652,0.05,0.00,16.31,4.21,8890.24,4100.97,81579.20,5.43
2022-03-25 19:34:10.337990,0.04,0.00,18.65,5.29,12548.27,5495.03,133760.59,6.50
2022-03-25 19:34:20.382079,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,6.99
2022-03-25 19:34:30.411147,0.05,0.00,15.87,4.05,8390.20,3904.27,73619.16,6.99
2022-03-25 19:34:40.440477,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.82
2022-03-25 19:34:50.469612,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.35
2022-03-25 19:35:00.499005,0.04,0.00,19.25,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:35:10.528057,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:35:20.556818,0.04,0.00,19.25,5.53,13432.07,5821.94,77473.62,5.31
2022-03-25 19:35:30.586023,0.04,0.00,19.57,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:35:40.615129,0.05,0.00,15.65,3.97,8154.84,3811.08,141828.56,6.82
2022-03-25 19:35:50.644556,0.04,0.00,19.57,5.53,13432.07,5821.94,141828.56,6.82
2022-03-25 19:36:00.673427,0.04,0.00,19.89,5.53,13432.07,5821.94,141828.56,6.82
2022-03-25 19:36:10.702548,0.05,0.00,15.24,3.83,7711.02,3634.23,159838.98,7.16
2022-03-25 19:36:20.746513,0.04,0.00,19.25,5.41,12979.67,5996.20,169896.95,7.34
2022-03-25 19:36:30.775557,0.04,0.00,18.65,4.95,11368.20,3904.27,60373.16,4.79
2022-03-25 19:36:40.804925,0.04,0.00,19.89,5.53,13432.07,5655.02,159838.98,7.16
2022-03-25 19:36:50.833963,0.04,0.00,19.89,5.53,13432.07,5655.02,159838.98,7.16
2022-03-25 19:37:00.863187,0.04,0.00,20.23,5.79,14405.32,3904.27,73619.16,5.20
2022-03-25 19:37:10.892537,0.04,0.00,20.57,5.79,12979.67,5655.02,150503.08,6.99
2022-03-25 19:37:20.921809,0.05,0.00,15.44,3.97,11743.65,5194.37,133760.59,6.65
2022-03-25 19:37:30.950749,0.04,0.00,22.07,6.38,11368.20,5053.02,126249.46,6.50
2022-03-25 19:37:40.979894,0.04,0.00,19.57,5.66,12548.27,5495.03,159838.98,7.16
