dateTime,CO2,Temperature,Humidity
2022-03-25 20:10:52.723758,133.0,30.618370056152344,13.96331787109375
2022-03-25 20:11:29.734170,134.0,30.54894256591797,12.6800537109375
2022-03-25 20:12:24.307579,133.0,30.391395568847656,13.03863525390625
2022-03-25 20:13:01.320205,134.0,30.45014190673828,13.50860595703125
2022-03-25 20:13:01.322334,134.0,30.45014190673828,13.50860595703125
2022-03-25 20:13:45.374915,134.0,30.759902954101562,13.87176513671875
2022-03-25 20:14:22.378772,134.0,30.970855712890625,13.75732421875
2022-03-25 20:14:59.387314,135.0,31.058975219726562,12.8326416015625
2022-03-25 20:15:53.957290,133.0,30.94415283203125,12.30010986328125
2022-03-25 20:16:30.971522,132.0,31.013580322265625,12.52593994140625
2022-03-25 20:16:30.973220,132.0,31.013580322265625,12.52593994140625
2022-03-25 20:17:15.035343,131.0,30.914779663085938,12.31536865234375
2022-03-25 20:17:15.035088,131.0,30.914779663085938,12.31536865234375
2022-03-25 20:17:52.041485,129.0,30.85870361328125,12.66326904296875
2022-03-25 20:17:52.041987,129.0,30.85870361328125,12.66326904296875
2022-03-25 20:18:29.048889,131.0,30.703819274902344,12.3046875
2022-03-25 20:19:23.616814,131.0,30.67444610595703,13.19732666015625
2022-03-25 20:20:00.621868,130.0,30.802627563476562,13.15765380859375
2022-03-25 20:20:44.687431,129.0,31.013580322265625,13.96636962890625
2022-03-25 20:21:21.700993,129.0,31.227203369140625,13.720703125
2022-03-25 20:21:21.704398,129.0,31.227203369140625,13.720703125
2022-03-25 20:21:58.695808,130.0,31.28595733642578,12.85858154296875
2022-03-25 20:22:53.265388,128.0,30.746543884277344,13.330078125
2022-03-25 20:23:30.275817,127.0,30.50621795654297,13.26751708984375
2022-03-25 20:24:14.339925,128.0,30.10833740234375,13.61541748046875
2022-03-25 20:24:51.344328,127.0,29.996185302734375,13.77105712890625
2022-03-25 20:25:28.358537,127.0,30.06561279296875,13.262939453125
2022-03-25 20:26:22.925333,127.0,30.33264923095703,13.037109375
2022-03-25 20:26:59.930962,127.0,30.33264923095703,12.78076171875
2022-03-25 20:26:59.931959,127.0,30.33264923095703,12.78076171875
2022-03-25 20:27:43.997887,127.0,30.305946350097656,12.78076171875
2022-03-25 20:28:20.999070,124.0,30.135040283203125,12.8692626953125
2022-03-25 20:34:57.643637,133.0,31.42481231689453,13.68255615234375
2022-03-25 20:35:38.149069,134.0,31.64110565185547,12.5885009765625
2022-03-25 20:36:15.154668,136.0,31.795989990234375,13.1072998046875
2022-03-25 20:36:59.219052,134.0,31.795989990234375,12.56256103515625
2022-03-25 20:37:36.226386,135.0,31.809341430664062,12.90130615234375
2022-03-25 20:38:13.234786,133.0,31.766616821289062,13.07525634765625
2022-03-25 20:38:53.701514,132.0,31.72388458251953,12.7532958984375
2022-03-25 20:39:31.032112,133.0,31.654457092285156,12.98828125
2022-03-25 20:39:31.032766,133.0,31.654457092285156,12.98828125
2022-03-25 20:40:08.350545,135.0,31.59838104248047,13.09814453125
2022-03-25 20:40:45.674665,134.0,31.697181701660156,13.16986083984375
2022-03-25 20:41:22.993438,135.0,31.795989990234375,13.043212890625
2022-03-25 20:42:12.816719,135.0,32.06568908691406,14.10064697265625
2022-03-25 20:42:49.820946,135.0,32.23658752441406,13.96636962890625
2022-03-25 20:43:33.880807,136.0,32.319374084472656,13.23089599609375
2022-03-25 20:44:15.945312,137.0,32.00694274902344,13.21563720703125
