dateTime,pm1,pm2_5,pm10
2022-03-25 20:21:28.731478,3,4,7
2022-03-25 20:21:38.750656,2,3,6
2022-03-25 20:21:48.769798,2,3,6
2022-03-25 20:21:58.788861,3,4,7
2022-03-25 20:22:08.807867,3,4,7
2022-03-25 20:22:18.842356,3,4,7
2022-03-25 20:22:28.861430,3,4,7
2022-03-25 20:22:38.880495,3,4,7
2022-03-25 20:22:48.899490,3,4,7
2022-03-25 20:22:58.918579,3,4,7
2022-03-25 20:23:08.937595,2,3,6
2022-03-25 20:23:18.956677,3,4,7
2022-03-25 20:23:28.975718,2,3,6
2022-03-25 20:23:38.994885,3,4,7
2022-03-25 20:23:49.029247,3,4,7
2022-03-25 20:23:59.048408,3,4,7
2022-03-25 20:24:09.067418,3,4,7
2022-03-25 20:24:19.086384,3,4,7
2022-03-25 20:24:29.105388,3,4,7
2022-03-25 20:24:39.124417,3,4,7
2022-03-25 20:24:49.143569,2,3,6
2022-03-25 20:24:59.162862,3,4,7
2022-03-25 20:25:09.181782,3,4,7
2022-03-25 20:25:19.200755,3,4,7
2022-03-25 20:25:29.219870,3,4,7
2022-03-25 20:25:39.238958,3,4,7
2022-03-25 20:25:49.273538,3,4,7
2022-03-25 20:25:59.292732,3,4,7
2022-03-25 20:26:09.311694,3,4,7
2022-03-25 20:26:19.331100,3,4,7
2022-03-25 20:26:29.350114,3,4,7
2022-03-25 20:26:39.369038,3,4,7
2022-03-25 20:26:49.388126,3,4,7
2022-03-25 20:26:59.407180,3,4,7
2022-03-25 20:27:09.426162,3,4,7
2022-03-25 20:27:19.445535,3,4,7
2022-03-25 20:27:29.479473,3,4,7
2022-03-25 20:27:39.483151,3,4,7
2022-03-25 20:27:49.517620,3,4,7
2022-03-25 20:27:59.536798,3,4,7
2022-03-25 20:28:09.555851,3,4,7
2022-03-25 20:28:19.575020,3,4,7
2022-03-25 20:28:29.594122,3,4,7
2022-03-25 20:28:39.613200,3,4,7
2022-03-25 20:28:49.632196,3,4,7
2022-03-25 20:28:59.666689,3,4,7
2022-03-25 20:29:09.685694,3,4,7
2022-03-25 20:29:19.704548,3,4,7
2022-03-25 20:29:29.723684,3,4,7
2022-03-25 20:29:39.742802,4,6,9
2022-03-25 20:29:49.761788,4,5,8
2022-03-25 20:29:59.780637,4,5,8
2022-03-25 20:30:09.799731,3,4,7
2022-03-25 20:30:19.819178,3,4,7
2022-03-25 20:30:29.838218,3,4,7
2022-03-25 20:30:39.872705,4,5,8
2022-03-25 20:30:49.891782,3,4,7
2022-03-25 20:30:59.910814,3,4,7
2022-03-25 20:31:09.929623,3,4,7
2022-03-25 20:31:19.948635,3,4,7
2022-03-25 20:31:29.967921,3,4,7
2022-03-25 20:31:39.986690,3,4,7
2022-03-25 20:31:50.006016,3,4,7
2022-03-25 20:32:00.024814,3,4,7
2022-03-25 20:32:10.043852,3,4,7
2022-03-25 20:32:20.078326,3,4,7
2022-03-25 20:32:30.097397,3,4,7
2022-03-25 20:32:40.116494,3,4,7
2022-03-25 20:32:50.135528,3,4,7
2022-03-25 20:33:00.154851,3,4,7
2022-03-25 20:33:10.173805,3,4,7
2022-03-25 20:33:20.192568,3,4,7
2022-03-25 20:33:30.211847,4,6,9
2022-03-25 20:33:40.246268,4,6,9
2022-03-25 20:33:50.265457,3,4,7
2022-03-25 20:34:00.284502,4,5,8
2022-03-25 20:34:10.303558,3,4,7
2022-03-25 20:34:20.322412,3,4,7
2022-03-25 20:34:30.341668,3,4,7
2022-03-25 20:34:40.360610,3,4,7
2022-03-25 20:34:50.379477,3,4,7
2022-03-25 20:35:00.398823,3,4,7
2022-03-25 20:35:10.433186,3,4,7
2022-03-25 20:35:20.452481,3,4,7
2022-03-25 20:35:30.471356,3,4,7
2022-03-25 20:35:40.490417,3,4,7
2022-03-25 20:35:50.509348,2,3,6
2022-03-25 20:36:00.528487,3,4,7
2022-03-25 20:36:10.547590,3,4,7
2022-03-25 20:36:20.566726,3,4,7
2022-03-25 20:36:30.586033,3,4,7
2022-03-25 20:36:40.620213,3,4,7
2022-03-25 20:36:50.639236,3,4,7
2022-03-25 20:37:00.658325,3,4,7
2022-03-25 20:37:10.677485,3,4,7
2022-03-25 20:37:20.696627,3,4,7
2022-03-25 20:37:30.716047,4,6,9
2022-03-25 20:37:40.735309,4,6,9
2022-03-25 20:37:50.769500,4,6,9
2022-03-25 20:38:00.788651,3,4,7
2022-03-25 20:38:10.807494,3,4,7
2022-03-25 20:38:20.826770,3,4,7
2022-03-25 20:38:30.845673,3,4,7
2022-03-25 20:38:40.864927,3,4,7
2022-03-25 20:38:50.883789,3,4,7
2022-03-25 20:39:00.902867,3,4,7
2022-03-25 20:39:10.937302,3,4,7
2022-03-25 20:39:20.956385,3,4,7
2022-03-25 20:39:30.975443,3,4,7
2022-03-25 20:39:40.994562,3,4,7
2022-03-25 20:39:51.013536,3,4,7
2022-03-25 20:40:01.032603,3,4,7
2022-03-25 20:40:11.051539,4,5,8
2022-03-25 20:40:21.070775,4,5,8
2022-03-25 20:40:31.090292,3,4,7
2022-03-25 20:40:41.124382,3,4,7
2022-03-25 20:40:51.143461,3,4,7
2022-03-25 20:41:01.162700,3,4,7
2022-03-25 20:41:11.181747,3,4,7
2022-03-25 20:41:21.200825,3,4,7
2022-03-25 20:41:31.219907,3,4,7
2022-03-25 20:41:41.239092,4,5,8
2022-03-25 20:41:51.258029,3,4,7
2022-03-25 20:42:01.292756,3,4,7
2022-03-25 20:42:11.311624,3,4,7
2022-03-25 20:42:21.331059,3,4,7
2022-03-25 20:42:31.349931,3,4,7
2022-03-25 20:42:41.368962,3,4,7
2022-03-25 20:42:51.388195,3,4,7
2022-03-25 20:43:01.407097,3,4,7
2022-03-25 20:43:11.441543,3,4,7
2022-03-25 20:43:21.460636,3,4,7
2022-03-25 20:43:31.479894,3,4,7
2022-03-25 20:43:41.499090,3,4,7
2022-03-25 20:43:51.517873,3,4,7
2022-03-25 20:44:01.537082,3,4,7
2022-03-25 20:44:11.555976,3,4,7
2022-03-25 20:44:21.575071,3,4,7
2022-03-25 20:44:31.594111,3,4,7
2022-03-25 20:44:41.613146,3,4,7
2022-03-25 20:44:51.647658,3,4,7
